Id_Property,Judul,Lokasi,Harga,Kamar,WC,Parkir,Luas_Tanah,Luas_Bangunan,Harga_Normalized,Kamar_Normalized,WC_Normalized,Parkir_Normalized,Luas_Tanah_Normalized,Luas_Bangunan_Normalized,Judul_Clean,Lokasi_Clean,Deskripsi_Clean,Keywords_Clean,Image_Link,Property_Link
48,Rumah Baru Desaign Estetik Industrial Modern Fully Furnished Di Sukoharjo Ngaglik Sleman Dekat Ke Kampus Uii Dan Pppg Kesenian,"Ngaglik, Sleman",1.35E+11,3,3,1,88,125,0.992645004,0.222222222,0.25,0,0.291525424,0.512396694,rumah baru desaign estetik industrial modern fully furnished sukoharjo ngaglik sleman dekat kampus uii pppg seni,ngaglik sleman,rumah baru desain estetik industrial modern fully furnished sukoharjo ngaglik sleman dekat,rumah premier full furnished dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/2023-12-01-08-52-53-6333af45-b879-4753-81a4-e6aadf0cace3.jpg,https://www.rumah123.com/properti/yogyakarta/hos15646569/
49,"Rumah Cantik Luas, Posisi Hook Dekat Pamela 7 Di Purwomartani","Purwomartani, Yogyakarta",11000000000,4,3,1,104,150,0.080625469,0.333333333,0.25,0,0.345762712,0.615702479,rumah cantik luas posisi hook dekat pamela 7 purwomartani,purwomartani yogyakarta,rumah cantik luas posisi hook dekat pamela 7 purwomartani lokasi purwomartani kalas sleman,rumah premier siap huni dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/536685da3799c0581f34485961c53915.jpg,https://www.rumah123.com/properti/sleman/hos18706419/
50,"Rumah Baru SHM Siap Huni, 8 Menit Ke Pemda Sleman Di Mlati Sleman","Mlati, Sleman",769000000,3,2,2,130,60,0.005376502,0.222222222,0.125,0.05,0.433898305,0.243801653,rumah baru shm siap huni 8 menit pemda sleman mlati sleman,mlati sleman,griya mlati lokasi mlati kab sleman yogyakarta rumah cantik siap huni desain kini hanya,rumah premier siap huni dekat pusat belanja dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/2aeec3776fb9f5bbd64320faf305a0af.jpg,https://www.rumah123.com/properti/sleman/hos18706349/
51,Rumah Cantik Estetik Limasan Di Jalan Sidomoyo Km 1 Godean Sleman,"Sleman, Yogyakarta",785000000,3,2,2,110,75,0.005494182,0.222222222,0.125,0.05,0.366101695,0.305785124,rumah cantik estetik limas jalan sidomoyo km 1 godean sleman,sleman yogyakarta,rumah cantik estetik limas modern 2 unit couple jalan sidomoyo km 1 godean sleman timur sdit,rumah premier siap huni dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/2026276/de4cee931d69d70a2a961062f5d2e795.jpg,https://www.rumah123.com/properti/yogyakarta/hos18705424/
52,Murah Poll! Rumah Biru 2 Lantai Dalam Perumahan Di Jalan Magelang Km 16 Margorejo Tempel Sleman,"Tempel, Sleman",525000000,3,2,1,111,140,0.003581883,0.222222222,0.125,0,0.369491525,0.574380165,murah poll rumah biru 2 lantai rumah jalan magelang km 16 margorejo tempel sleman,tempel sleman,murah poll murah poll murah poll rumah biru 2 lantai rumah jalan magelang km 16 margorejo,rumah premier dekat pusat belanja dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/2026283/9939b956e0d0706b7405544b33074d11.jpg,https://www.rumah123.com/properti/sleman/hos18697813/
53,"Hadir Hunian Konsep Minimalis Modern Yang Fresh, Selangkah Ke Uii","Pakem, Sleman",768000000,2,2,1,96,60,0.005369147,0.111111111,0.125,0,0.318644068,0.243801653,hadir huni konsep minimal modern fresh selang uii,pakem sleman,kode ark 2 adyatama residence kaliurang 2 700 juta dapat rumah belah kampus uii telah,rumah premier dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1997127/62f5d51c2de1baa0afec05aeb492cc65.jpg,https://www.rumah123.com/properti/yogyakarta/hos18645327/
54,"Joglo Mewah Harga Murah, 600 Jutaan, Shm. di Sleman Yogyakarta","Maguwoharjo, Yogyakarta",680000000,2,1,1,107,60,0.004721908,0.111111111,0,0,0.355932203,0.243801653,joglo mewah harga murah 600 juta shm sleman yogyakarta,maguwoharjo yogyakarta,joglo mewah harga murah 600 juta shm sleman yogyakarta skema bayar cash keras cash,rumah premier dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/728f11d29d477dfd89d7bbea97ba7c24.jpg,https://www.rumah123.com/properti/sleman/hos18592431/
55,"Khusus Sale 11.11 Rumah Premium Joglo Shm, 360 Juta di Sleman Timur","Maguwoharjo, Yogyakarta",360000000,2,1,1,70,45,0.002368309,0.111111111,0,0,0.230508475,0.181818182,khusus sale 11 11 rumah premium joglo shm 360 juta sleman timur,maguwoharjo yogyakarta,khusus sale 11 11 rumah premium joglo shm 360 juta sleman timur skema bayar cash keras,rumah premier dekat akses transportasi dekat sekolah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075567/d42636c7b0eae3c992796ecff87116ee.jpg,https://www.rumah123.com/properti/sleman/hos18593170/
56,"Cantik Modern, Tipe Industrial 200 An Juta, SHM Bisa Cash Maupun Kpr","Maguwoharjo, Yogyakarta",275000000,2,1,1,70,36,0.001743134,0.111111111,0,0,0.230508475,0.144628099,cantik modern tipe industrial 200 an juta shm cash maupun kpr,maguwoharjo yogyakarta,cantik modern tipe industrial 200 an juta shm cash maupun kpr one gate system security 24,rumah premier dekat akses transportasi dekat sekolah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2048397/65a55d7f80fda9d9da4fc8c0566b703f.jpg,https://www.rumah123.com/properti/yogyakarta/hos18592463/
57,"Dijual Rumah Cantik Model Etnik Cuma 275 Juta, Dekat Sleman Yogya.","Sleman, Yogyakarta",275000000,2,1,1,70,36,0.001743134,0.111111111,0,0,0.230508475,0.144628099,jual rumah cantik model etnik cuma 275 juta dekat sleman yogya,sleman yogyakarta,jual rumah cantik model etnik cuma 275 juta dekat sleman yogya one gate system security 24 jam,rumah premier dekat akses transportasi dekat sekolah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2048397/65f13294fc1f8da9ca1074e9a8deb56d.jpg,https://www.rumah123.com/properti/yogyakarta/hos18591788/
58,"Rumah Huni 3 Menit Polres Kulon Progo, Cicil Tanpa Bunga","Wates, Kulon Progo",310000000,2,1,1,141,45,0.002000559,0.111111111,0,0,0.471186441,0.181818182,rumah huni 3 menit polres kulon progo cicil bunga,wates kulon progo,rumah pesan bangun 50 m jl wates yogyakarta spesifikasi luas tanah 141 m2 luas bangun 45,rumah premier dekat pusat belanja dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/2048397/034f6d3c627f73ccc5f6567f728f937d.jpg,https://www.rumah123.com/properti/yogyakarta/hos18430613/
59,Hunian Mewah Dekat Kota Jogja Malioboro Harga Termurah Se Jogja,"Bantul, Bantul",1.35E+11,3,2,1,85,85,0.992645004,0.222222222,0.125,0,0.281355932,0.347107438,huni mewah dekat kota jogja malioboro harga murah se jogja,bantul bantul,rumah kini harga sangat jangkau lokasi strategis selatan jogja dekat dengan,rumah premier full furnished dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1347322/7e4aadec9332e73c29f658236ac9ab8d.png,https://www.rumah123.com/properti/yogyakarta/hos18241603/
60,Rumah Baru Mewah Fresh Limasan Modern Dalam Mini Cluster Madinah Residence Di Jalan Kaliurang Km 13 Dekat Sma N Ngaglik Sleman,"Ngaglik, Sleman",655000000,3,2,2,104,80,0.004538033,0.222222222,0.125,0.05,0.345762712,0.326446281,rumah baru mewah fresh limas modern mini cluster madinah residence jalan kaliurang km 13 dekat sma n ngaglik sleman,ngaglik sleman,rumah baru mewah limas modern madinah residence jalan kaliurang km 13 dekat sma n ngaglik sleman,rumah premier dekat sekolah dekat fasilitas sehat dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1869139/13e91e42af24246965ac92ec9fe30a69.jpg,https://www.rumah123.com/properti/kulon-progo/hos18487385/
61,Rumah Cantik Shm Dekat Lottemart Maguwoharjo Sleman,"Depok, Sleman",770000000,3,2,1,110,80,0.005383857,0.222222222,0.125,0,0.366101695,0.326446281,rumah cantik shm dekat lottemart maguwoharjo sleman,depok sleman,open launching 10 unit cluster kadisoka asri rumah,rumah premier dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2032971/c7a89e457b8a1742721c470b2f638473.jpg,https://www.rumah123.com/properti/bantul/hos18299167/
62,RUMAH BARU SIAP HUNI CANTIK MINIMALIS HARGA EKONOMIS HOOK DALAM CLUSTER MUTIARA SEWON JALAN IMOGIRI BARAT KM 6,"Sewon, Bantul",495000000,2,1,1,85,50,0.003361233,0.111111111,0,0,0.281355932,0.202479339,rumah baru siap huni cantik minimal harga ekonomis hook cluster mutiara won jalan imogiri barat km 6,sewon bantul,murah poll murah poll murah poll rumah baru siap huni cantik minimal harga ekonomis hook dalam,rumah premier siap huni dekat sekolah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/f8f7350b08313dc2ab7a60f9c8b8b6cd.jpg,https://www.rumah123.com/properti/sleman/hos18238311/
63,Perumahan Fasilitas Kolam Renang Timur Balai Kota Yogya,"Umbulharjo, Yogyakarta",17000000000,3,2,1,63,74,0.124755446,0.222222222,0.125,0,0.206779661,0.301652893,rumah fasilitas kolam renang timur balai kota yogya,umbulharjo yogyakarta,istimewa huni kelas daerah kodya full akses lengkap fasilitas privat pool dekat kusumanegara,rumah premier dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/831061/fea6c336961f9e5352ac81b66174c198.jpg,https://www.rumah123.com/properti/sleman/hos18229814/
64,Rumah SHM Luas 72 Harga Mulai 500 Jt Dekat Candi Prambanan,"Umbulharjo, Yogyakarta",526000000,2,1,1,72,45,0.003589238,0.111111111,0,0,0.237288136,0.181818182,rumah shm luas 72 harga mulai 500 jt dekat candi prambanan,umbulharjo yogyakarta,rumah premium besar kawasan kalas sleman rumah siap bangun konsep american clasic,rumah premier dekat pusat belanja dekat fasilitas sehat dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1505363/10780cc06ec5c8d09c52bfdb64b0a630.jpg,https://www.rumah123.com/properti/bantul/hos18695797/
65,Rumah Kawasan Wisata Candi Prambanan Harga Dibawah 500JT,"Ngaglik, Sleman",492000000,2,1,1,72,36,0.003339168,0.111111111,0,0,0.237288136,0.144628099,rumah kawasan wisata candi prambanan harga bawah 500jt,ngaglik sleman,temu huni eksklusif unggul lingkung asri nyaman sejuk akses mudah dengan,rumah premier dekat pusat belanja dekat fasilitas sehat dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1528679/cf8ecda53c8c00cdbea8d3ab5d69f1c5.jpg,https://www.rumah123.com/properti/yogyakarta/hos18691910/
66,"275 Jt Hunian Joglo Shm, Eksklusif Flash Sale 11.11 Dekat Jogja","Maguwoharjo, Yogyakarta",275000000,2,1,1,70,36,0.001743134,0.111111111,0,0,0.230508475,0.144628099,275 jt huni joglo shm eksklusif flash sale 11 11 dekat jogja,maguwoharjo yogyakarta,275 jt huni joglo shm eksklusif flash sale 11 11 dekat jogja dapat harga khusus sale 11 11,rumah premier dekat akses transportasi dekat sekolah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2013278/83aa2ab29b55afa1d704c1bd5e1decb8.jpg,https://www.rumah123.com/properti/sleman/hos18631174/
67,"Spesial Sale 11.11 Promo Villa Limasan Minimalis, 245 Juta","Prambanan, Sleman",245000000,1,1,1,60,30,0.001522484,0,0,0,0.196610169,0.119834711,spesial sale 11 11 promo villa limas minimal 245 juta,prambanan sleman,spesial sale 11 11 promo villa limas minimal 245 juta rumah cantik minimal konsep jawa,rumah premier dekat akses transportasi dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2101193/9d1fafbc7aa9ddab27cdd584faddd8c8.jpg,https://www.rumah123.com/properti/sleman/hos18637904/
68,Rumah Cantik Dalam Kawasan Elit Premium Di Jogja Utara,"Ngaglik, Sleman",17000000000,4,3,1,136,120,0.124755446,0.333333333,0.25,0,0.454237288,0.491735537,rumah cantik kawasan elit premium jogja utara,ngaglik sleman,adyatama townhouse kaliurang lokasi 500 meter jalan kapten haryadi jl kaliurang km 9,rumah premier dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/2048397/4d2934f8c9fe3850e2cc48c13774508b.jpg,https://www.rumah123.com/properti/yogyakarta/hos18586670/
69,"Road To Big Sale 11.11 Rumah Joglo 400 Jt An, SHM Di Jogja","Maguwoharjo, Yogyakarta",450000000,2,1,1,75,36,0.003030258,0.111111111,0,0,0.247457627,0.144628099,road to big sale 11 11 rumah joglo 400 jt an shm jogja,maguwoharjo yogyakarta,road to big sale 11 11 rumah joglo 400 jt an shm jogja milik sempat punya rumah mewah harga,rumah premier dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1347322/005dcb75e12795dfefc75031cbefbdf7.jpg,https://www.rumah123.com/properti/sleman/hos18585946/
70,"Turun Harga Rumah 2 Lantai Citragrand Mutiara Gamping Sleman, Furnish Siap Huni","Sleman, Yogyakarta",22000000000,3,2,1,223,200,0.161530428,0.222222222,0.125,0,0.749152542,0.82231405,turun harga rumah 2 lantai citragrand mutiara gamping sleman furnish siap huni,sleman yogyakarta,rumah citragrand mutiara waterpark jogja lt 223 m2 lb 200 m2 2 lantai posisi hook interior,rumah premier full furnished siap huni dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755808/bc47eef63cbf5ba2824d88a4d0efe046.jpg,https://www.rumah123.com/properti/sleman/hos18584694/
71,Rumah Baru Cantik Mewah - Harga Super Murah Di Dalam Cluster 10 Unit Kadisoka Purwomartani Sleman Dekat Pemancingan,"Purwomartani, Sleman",765000000,3,2,1,106,80,0.005347082,0.222222222,0.125,0,0.352542373,0.326446281,rumah baru cantik mewah harga super murah dalam cluster 10 unit kadisoka purwomartani sleman dekat pancing,purwomartani sleman,open launching 10 unit cluster kadisoka asri rumah,rumah premier dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/61265/2023-06-20-13-47-16-84524184-27f8-4606-914e-52a1a44524ea.jpg,https://www.rumah123.com/properti/yogyakarta/hos14049959/
72,Banting Harga! Rumah Mewah 2 Lantai Lux - Fully Furnished Dalam Perumahan Greenhill Jalan Kaliurang Km 9 Ngaglik Sleman,"Ngaglik, Sleman",28000000000,4,3,2,190,190,0.205660405,0.333333333,0.25,0.05,0.637288136,0.780991736,banting harga rumah mewah 2 lantai lux fully furnished rumah greenhill jalan kaliurang km 9 ngaglik sleman,ngaglik sleman,banting harga banting harga banting harga rumah mewah 2 lantai lux fully furnished rumah,rumah premier full furnished dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/926541/4e7b8035f5d2f56a9e1ac67e8ac7e3ad.jpg,https://www.rumah123.com/properti/yogyakarta/hos18509896/
73,Murah Istimewa! Rumah Baru Mewah Limasan Modern Dengan Tata Ruang Lega Di Jalan Kaliurang Km 13 Ngemplak Sleman Dekat Pasar Jangkang,"Ngemplak, Sleman",799000000,3,2,2,126,90,0.005597152,0.222222222,0.125,0.05,0.420338983,0.367768595,murah istimewa rumah baru mewah limas modern tata ruang lega jalan kaliurang km 13 ngemplak sleman dekat pasar jangkang,ngemplak sleman,murah istimewa murah istimewa murah istimewa rumah baru mewah limas istimewa tata ruang lega,rumah premier dekat sekolah dekat fasilitas sehat dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/d05c458c62521eda638eeb91ecf77d34.jpg,https://www.rumah123.com/properti/sleman/hos18228650/
74,Perumahan Sedayu Akses Strategis Dekat Polsek Sedayu Bantul,"Sedayu, Bantul",490000000,2,1,1,84,45,0.003324458,0.111111111,0,0,0.277966102,0.181818182,rumah dayu akses strategis dekat polsek dayu bantul,sedayu bantul,rumah dayu akses strategis dekat polsek dayu bantul rumah cantik desain mezzanine dengan,rumah premier siap huni dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/c6796fb8466220ec460a413f592088ac.jpg,https://www.rumah123.com/properti/sleman/hos18688099/
75,Dijual Rumah Siap Huni Murah Dekat Jalan Imogiri Timur Jogja 185 Juta All in,"Jetis, Bantul",185000000,2,1,1,60,27,0.001081184,0.111111111,0,0,0.196610169,0.107438017,jual rumah siap huni murah dekat jalan imogiri timur jogja 185 juta all in,jetis bantul,jual rumah siap huni murah dekat jalan imogiri timur jogja 185 juta all in rumah paling laris,rumah premier siap huni dekat akses transportasi dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1929640/c21612b30d368c59e1357aa9998ff0dc.jpg,https://www.rumah123.com/properti/bantul/hos18683954/
76,Dijual Rumah Cantik 2 Lantai Dekat Jogja Expo Center,"Banguntapan, Bantul",1.27E+11,3,2,1,101,91,0.933805034,0.222222222,0.125,0,0.33559322,0.371900826,jual rumah cantik 2 lantai dekat jogja expo center,banguntapan bantul,jual rumah cantik 2 lantai dekat jogja expo center huni mewah 2 lantai desain bangun modern,rumah premier dekat akses transportasi dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1501422/37850a655bc5749d6a39df3de4b0d2ed.jpg,https://www.rumah123.com/properti/sleman/hos18682401/
77,Dijual Rumah Murah Siap Huni Di Jakal Km 13 Dekat Uii,"Ngaglik, Sleman",1.27E+11,3,2,2,147,100,0.933805034,0.222222222,0.125,0.05,0.491525424,0.409090909,jual rumah murah siap huni jakal km 13 dekat uii,ngaglik sleman,rumah mewah murah klasik modern kualitas premium jalan kaliurang km 13 sukoharjo ngaglik,rumah premier siap huni dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1501422/47d32a78bab5ee6f9d06357c0a09edad.jpg,https://www.rumah123.com/properti/bantul/hos18682243/
78,"Villa Green Madani Bale Catur, Gamping, Sleman, Yogyakarta","Gamping, Sleman",18000000000,6,4,2,270,200,0.132110443,0.555555556,0.375,0.05,0.908474576,0.82231405,villa green madani bale catur gamping sleman yogyakarta,gamping sleman,lt 270 m2 lb 200 m2 kt 6 1 km 4 1 listrik 5500 watt sumber air pam carport 2 shm akses 30 menit dari,rumah premier bebas banjir,https://picture.rumah123.com/r123-images/720x420-crop/customer/1501422/84d2c04bcf001c65e30bed3282d27698.jpg,https://www.rumah123.com/properti/bantul/hos18681809/
79,Murah Banget! Rumah Baru Fresh Cantik Limasan Modern Dengan Harga Murah Banget Di Tamanmartani Kalasan Sleman Dekat Bogem,"Kalasan, Sleman",575000000,3,1,1,103,55,0.003949633,0.222222222,0,0,0.342372881,0.223140496,murah banget rumah baru fresh cantik limas modern harga murah banget tamanmartani kalas sleman dekat bogem,kalasan sleman,murah banget murah banget murah banget rumah baru fresh cantik limas modern harga murah,rumah premier dekat sekolah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1762977/b4b46b10660d77e521d5e836182b3ab0.jpg,https://www.rumah123.com/properti/sleman/hos18633890/
80,Rumah Murah Konsep Scandinavian Dekat Kampus Di Ambarketawang.,"Ngaglik, Sleman",834000000,2,1,1,91,36,0.005854577,0.111111111,0,0,0.301694915,0.144628099,rumah murah konsep scandinavian dekat kampus ambarketawang,ngaglik sleman,rumah modern minimal konsep scandinavian dekat kampus umy ambarketawang sleman yogyakarta promo,rumah premier dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/ad3f879acd284d1414292ef09e5d8582.jpg,https://www.rumah123.com/properti/sleman/hos18633674/
